Region,Loc,CATEGORY,BRAND,PACK,RTM,Period,ACT-2017,ACT-2018,BP-2018,,
Center,LHR-B,SPARKLING,SPRITE,500ml PET,Direct,MTD,4.227,,,,
Center,LHR-B,SPARKLING,SPRITE,500ml PET,Direct,WTD,4.227,,,,
Center,LHR-B,SPARKLING,SPRITE,500ml PET,Direct,YTD,33.821,,,,
Center,LHR-B,SPARKLING,SPRITE,500ml PET,Indirect,MTD,4950.828,14524.797,,,
Center,LHR-B,SPARKLING,SPRITE,500ml PET,Indirect,TODAY,1226.879,3010.613,,,
Center,LHR-B,SPARKLING,SPRITE,500ml PET,Indirect,WTD,4950.828,14524.797,,,
Center,LHR-B,SPARKLING,SPRITE,500ml PET,Indirect,YTD,172956.284,188325.756,,,
Center,LHR-B,SPARKLING,SPRITE 3G,1500ml PET,Indirect,YTD,242.505,,,,
Center,LHR-B,SPARKLING,SPRITE 3G,250ml RGB,Direct,YTD,1.057,,,,
Center,LHR-B,SPARKLING,SPRITE 3G,250ml RGB,Indirect,MTD,180.704,,,,
Center,LHR-B,SPARKLING,SPRITE 3G,250ml RGB,Indirect,TODAY,61.29,,,,
Center,LHR-B,SPARKLING,SPRITE 3G,250ml RGB,Indirect,WTD,180.704,,,,
Center,LHR-B,SPARKLING,SPRITE 3G,250ml RGB,Indirect,YTD,2909.497,116.245,,,
Center,LHR-B,SPARKLING,SPRITE 3G,500ml PET,Indirect,MTD,,,10839.2806,,
Center,LHR-B,SPARKLING,SPRITE 3G,500ml PET,Indirect,TODAY,,,3244.444377,,
Center,LHR-B,SPARKLING,SPRITE 3G,500ml PET,Indirect,WTD,,,10839.2806,,
Center,LHR-B,SPARKLING,SPRITE 3G,500ml PET,Indirect,YTD,,,183649.2401,,
Center,LHR-B,SPARKLING,SPRITE ZERO,1500ml PET,Direct,YTD,25.36,,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,MTD,148.991,188.619,600.8952736,,
Center,LHR-B,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,TODAY,42.795,85.593,179.8616867,,
Center,LHR-B,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,WTD,148.991,188.619,600.8952736,,
Center,LHR-B,SPARKLING,SPRITE ZERO,1500ml PET,Indirect,YTD,2098.549,2166.712,12780.11751,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml CAN,Direct,YTD,0.528,,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,MTD,1.056,57.056,67.03428804,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,TODAY,,2.642,20.06489424,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,WTD,1.056,57.056,67.03428804,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml CAN,Indirect,YTD,76.583,378.753,491.5603532,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml NRGB,Indirect,MTD,0.528,,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml NRGB,Indirect,WTD,0.528,,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml NRGB,Indirect,YTD,8.982,0.528,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml RGB,Direct,YTD,6.342,,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml RGB,Indirect,MTD,10.57,,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml RGB,Indirect,TODAY,3.171,,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml RGB,Indirect,WTD,10.57,,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,250ml RGB,Indirect,YTD,361.429,2.114,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,500ml PET,Direct,YTD,8.453,,,,
Center,LHR-B,SPARKLING,SPRITE ZERO,500ml PET,Indirect,MTD,376.213,202.907,132.8175752,,
Center,LHR-B,SPARKLING,SPRITE ZERO,500ml PET,Indirect,TODAY,95.11,66.575,39.75533532,,
Center,LHR-B,SPARKLING,SPRITE ZERO,500ml PET,Indirect,WTD,376.213,202.907,132.8175752,,
Center,LHR-B,SPARKLING,SPRITE ZERO,500ml PET,Indirect,YTD,3045.672,2848.079,3070.562928,,
Center,LHR-B,WATER,DASANI,1500ml PET,Indirect,MTD,,5663.37,,,
Center,LHR-B,WATER,DASANI,1500ml PET,Indirect,TODAY,,965.286,,,
Center,LHR-B,WATER,DASANI,1500ml PET,Indirect,WTD,,5663.37,,,
Center,LHR-B,WATER,DASANI,1500ml PET,Indirect,YTD,,36927.163,,,
Center,LHR-B,WATER,DASANI,500ml PET,Indirect,MTD,,568.52,,,
Center,LHR-B,WATER,DASANI,500ml PET,Indirect,TODAY,,172.247,,,
Center,LHR-B,WATER,DASANI,500ml PET,Indirect,WTD,,568.52,,,
Center,LHR-B,WATER,DASANI,500ml PET,Indirect,YTD,,1127.523,,,
Center,LHR-B,WATER,KINLEY,1500ml PET,Direct,YTD,14.265,,,,
Center,LHR-B,WATER,KINLEY,1500ml PET,Indirect,MTD,6581.167,852.75,5781.191293,,
Center,LHR-B,WATER,KINLEY,1500ml PET,Indirect,TODAY,1017.606,33.285,1730.442662,,
Center,LHR-B,WATER,KINLEY,1500ml PET,Indirect,WTD,6581.167,852.75,5781.191293,,
Center,LHR-B,WATER,KINLEY,1500ml PET,Indirect,YTD,111542.283,178290.87,134520.2797,,
Center,LHR-B,WATER,KINLEY,500ml PET,Direct,YTD,6.339,,,,
Center,LHR-B,WATER,KINLEY,500ml PET,Indirect,MTD,2039.469,1999.324,2914.635312,,
Center,LHR-B,WATER,KINLEY,500ml PET,Indirect,TODAY,301.171,370.908,872.4169523,,
Center,LHR-B,WATER,KINLEY,500ml PET,Indirect,WTD,2039.469,1999.324,2914.635312,,
Center,LHR-B,WATER,KINLEY,500ml PET,Indirect,YTD,25979.806,80511.96,64110.61337,,
Center,SWL,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,MTD,,0.75,56.03154155,,
Center,SWL,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,TODAY,,,26.0026468,,
Center,SWL,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,WTD,,0.75,56.03154155,,
Center,SWL,ENERGY DRINK,MONSTER PREMIUM,355ml CAN,Indirect,YTD,,63.008,410.6020676,,
Center,SWL,ENERGY DRINK,Mutant,500ml PET,Indirect,MTD,,,677.8067091,,
Center,SWL,ENERGY DRINK,Mutant,500ml PET,Indirect,TODAY,,,314.5508399,,
Center,SWL,ENERGY DRINK,Mutant,500ml PET,Indirect,WTD,,,677.8067091,,
Center,SWL,ENERGY DRINK,Mutant,500ml PET,Indirect,YTD,,,4639.983145,,
Center,SWL,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,MTD,,14.368,130.4927624,,
Center,SWL,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,TODAY,,,60.55798424,,
Center,SWL,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,WTD,,14.368,130.4927624,,
Center,SWL,JUICE,CAPPY JOOSI APPLE,200ml TETRA,Indirect,YTD,,261.97,1215.179938,,
Center,SWL,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,MTD,,84.52,195.7391436,,
Center,SWL,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,TODAY,,,90.83697637,,
Center,SWL,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,WTD,,84.52,195.7391436,,
Center,SWL,JUICE,CAPPY JOOSI MANGO,200ml TETRA,Indirect,YTD,,1219.535,1822.769906,,
Center,SWL,JUICE,Cappy Pulpy Apple,1000ml PET,Indirect,MTD,,,18.68761754,,
Center,SWL,JUICE,Cappy Pulpy Apple,1000ml PET,Indirect,TODAY,,,8.672392459,,
Center,SWL,JUICE,Cappy Pulpy Apple,1000ml PET,Indirect,WTD,,,18.68761754,,
Center,SWL,JUICE,Cappy Pulpy Apple,1000ml PET,Indirect,YTD,,,144.9567694,,
Center,SWL,JUICE,Cappy Pulpy Apple,350ml PET,Indirect,MTD,,,40.82826632,,
Center,SWL,JUICE,Cappy Pulpy Apple,350ml PET,Indirect,TODAY,,,18.94723863,,
Center,SWL,JUICE,Cappy Pulpy Apple,350ml PET,Indirect,WTD,,,40.82826632,,
Center,SWL,JUICE,Cappy Pulpy Apple,350ml PET,Indirect,YTD,,,373.4672281,,
Center,SWL,JUICE,CAPPY PULPY MANGO,350ml PET,Indirect,MTD,,5.919,,,
Center,SWL,JUICE,CAPPY PULPY MANGO,350ml PET,Indirect,WTD,,5.919,,,
Center,SWL,JUICE,CAPPY PULPY MANGO,350ml PET,Indirect,YTD,,102.101,,,
Center,SWL,JUICE,CAPPY PULPY ORANGE,1000ml PET,Indirect,MTD,,16.909,206.1300844,,
Center,SWL,JUICE,CAPPY PULPY ORANGE,1000ml PET,Indirect,TODAY,,,95.65911682,,
Center,SWL,JUICE,CAPPY PULPY ORANGE,1000ml PET,Indirect,WTD,,16.909,206.1300844,,
Center,SWL,JUICE,CAPPY PULPY ORANGE,1000ml PET,Indirect,YTD,,47.561,1598.917092,,
Center,SWL,JUICE,CAPPY PULPY ORANGE,350ml PET,Indirect,MTD,,173.119,419.417645,,
Center,SWL,JUICE,CAPPY PULPY ORANGE,350ml PET,Indirect,TODAY,,0.74,194.639815,,
Center,SWL,JUICE,CAPPY PULPY ORANGE,350ml PET,Indirect,WTD,,173.119,419.417645,,
Center,SWL,JUICE,CAPPY PULPY ORANGE,350ml PET,Indirect,YTD,,2715.157,3836.52698,,
Center,SWL,JUICE,Cappy Pulpy Tropical,1000ml PET,Indirect,MTD,,,28.03142631,,
Center,SWL,JUICE,Cappy Pulpy Tropical,1000ml PET,Indirect,TODAY,,,13.00858869,,
Center,SWL,JUICE,Cappy Pulpy Tropical,1000ml PET,Indirect,WTD,,,28.03142631,,
Center,SWL,JUICE,Cappy Pulpy Tropical,1000ml PET,Indirect,YTD,,,217.435154,,
Center,SWL,JUICE,Cappy Pulpy Tropical,350ml PET,Indirect,MTD,,,61.24239948,,
Center,SWL,JUICE,Cappy Pulpy Tropical,350ml PET,Indirect,TODAY,,,28.42085794,,
Center,SWL,JUICE,Cappy Pulpy Tropical,350ml PET,Indirect,WTD,,,61.24239948,,
Center,SWL,JUICE,Cappy Pulpy Tropical,350ml PET,Indirect,YTD,,,560.2008422,,
Center,SWL,JUICE,RANI FLOAT,240ml CAN,Indirect,MTD,89.246,,,,
Center,SWL,JUICE,RANI FLOAT,240ml CAN,Indirect,TODAY,5.07,,,,
Center,SWL,JUICE,RANI FLOAT,240ml CAN,Indirect,WTD,89.246,,,,
Center,SWL,JUICE,RANI FLOAT,240ml CAN,Indirect,YTD,1600.422,505.037,,,
Center,SWL,JUICE,RANI PULPY Mango,1000ml PET,Indirect,MTD,54.955,,,,
Center,SWL,JUICE,RANI PULPY Mango,1000ml PET,Indirect,TODAY,12.683,,,,
Center,SWL,JUICE,RANI PULPY Mango,1000ml PET,Indirect,WTD,54.955,,,,
Center,SWL,JUICE,RANI PULPY Mango,1000ml PET,Indirect,YTD,310.702,9.511,,,
Center,SWL,JUICE,RANI PULPY Mango,350ml PET,Indirect,MTD,90.257,2.959,,,
Center,SWL,JUICE,RANI PULPY Mango,350ml PET,Indirect,TODAY,39.946,,,,
Center,SWL,JUICE,RANI PULPY Mango,350ml PET,Indirect,WTD,90.257,2.959,,,
Center,SWL,JUICE,RANI PULPY Mango,350ml PET,Indirect,YTD,1564.856,51.047,,,
Center,SWL,JUICE,RANI PULPY Orange,1.25L PET,Indirect,YTD,27.741,,,,
Center,SWL,JUICE,RANI PULPY Orange,1000ml PET,Indirect,MTD,77.157,,,,
Center,SWL,JUICE,RANI PULPY Orange,1000ml PET,Indirect,TODAY,12.684,,,,
Center,SWL,JUICE,RANI PULPY Orange,1000ml PET,Indirect,WTD,77.157,,,,
Center,SWL,JUICE,RANI PULPY Orange,1000ml PET,Indirect,YTD,586.596,9.513,,,
Center,SWL,JUICE,RANI PULPY Orange,350ml PET,Indirect,MTD,203.438,2.959,,,
Center,SWL,JUICE,RANI PULPY Orange,350ml PET,Indirect,TODAY,123.535,,,,
Center,SWL,JUICE,RANI PULPY Orange,350ml PET,Indirect,WTD,203.438,2.959,,,
Center,SWL,JUICE,RANI PULPY Orange,350ml PET,Indirect,YTD,2928.354,13.316,,,
Center,SWL,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,MTD,158.502,15.85,232.4912987,,
Center,SWL,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,TODAY,68.157,,107.8926076,,
Center,SWL,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,WTD,158.502,15.85,232.4912987,,
Center,SWL,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,YTD,1312.387,427.961,2594.408108,,
Center,SWL,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,MTD,11.093,6.337,38.1228803,,
Center,SWL,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,TODAY,5.283,,17.69174583,,
Center,SWL,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,WTD,11.093,6.337,38.1228803,,
Center,SWL,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,YTD,36.459,55.985,353.6655087,,
Center,SWL,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,MTD,72.927,57.067,86.57398811,,
Center,SWL,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,TODAY,22.197,,40.17652866,,
Center,SWL,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,WTD,72.927,57.067,86.57398811,,
Center,SWL,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,YTD,438.595,604.469,1115.442988,,
Center,SWL,SPARKLING,COCA-COLA,1000ml PET,Indirect,MTD,100419.368,42342.626,84271.7799,,
Center,SWL,SPARKLING,COCA-COLA,1000ml PET,Indirect,TODAY,51858.954,414.235,39108.13922,,
Center,SWL,SPARKLING,COCA-COLA,1000ml PET,Indirect,WTD,100419.368,42342.626,84271.7799,,
Center,SWL,SPARKLING,COCA-COLA,1000ml PET,Indirect,YTD,731183.93,819241.366,661727.1434,,
Center,SWL,SPARKLING,COCA-COLA,1500ml PET,Direct,YTD,24021.89,1971.839,,,
Center,SWL,SPARKLING,COCA-COLA,1500ml PET,Indirect,MTD,118662.355,123040.624,121283.281,,
Center,SWL,SPARKLING,COCA-COLA,1500ml PET,Indirect,TODAY,59066.06,2320.55,56284.12555,,
Center,SWL,SPARKLING,COCA-COLA,1500ml PET,Indirect,WTD,118662.355,123040.624,121283.281,,
Center,SWL,SPARKLING,COCA-COLA,1500ml PET,Indirect,YTD,1165359.604,1380228.625,1354897.735,,
Center,SWL,SPARKLING,COCA-COLA,2000ml PET,Indirect,MTD,,21.134,,,
Center,SWL,SPARKLING,COCA-COLA,2000ml PET,Indirect,WTD,,21.134,,,
Center,SWL,SPARKLING,COCA-COLA,2000ml PET,Indirect,YTD,124.672,21.134,,,
Center,SWL,SPARKLING,COCA-COLA,2250ml PET,Direct,YTD,26781.509,,,,
Center,SWL,SPARKLING,COCA-COLA,2250ml PET,Indirect,MTD,37104.583,42864.909,49167.62021,,
Center,SWL,SPARKLING,COCA-COLA,2250ml PET,Indirect,TODAY,20115.162,387.56,22817.29588,,
Center,SWL,SPARKLING,COCA-COLA,2250ml PET,Indirect,WTD,37104.583,42864.909,49167.62021,,
Center,SWL,SPARKLING,COCA-COLA,2250ml PET,Indirect,YTD,368223.345,495231.726,476938.6248,,
Center,SWL,SPARKLING,COCA-COLA,250ml CAN,Indirect,MTD,624.288,1203.847,1370.873199,,
Center,SWL,SPARKLING,COCA-COLA,250ml CAN,Indirect,TODAY,141.552,1.056,636.1833105,,
Center,SWL,SPARKLING,COCA-COLA,250ml CAN,Indirect,WTD,624.288,1203.847,1370.873199,,
Center,SWL,SPARKLING,COCA-COLA,250ml CAN,Indirect,YTD,19594.986,17471.065,12584.14663,,
Center,SWL,SPARKLING,COCA-COLA,250ml NRGB,Indirect,MTD,14.784,,,,
Center,SWL,SPARKLING,COCA-COLA,250ml NRGB,Indirect,TODAY,1.584,,,,
Center,SWL,SPARKLING,COCA-COLA,250ml NRGB,Indirect,WTD,14.784,,,,
Center,SWL,SPARKLING,COCA-COLA,250ml NRGB,Indirect,YTD,15.84,,,,
Center,SWL,SPARKLING,COCA-COLA,250ml RGB,Indirect,MTD,30435.812,42555.241,44556.93745,,
Center,SWL,SPARKLING,COCA-COLA,250ml RGB,Indirect,TODAY,8648.571,723.856,20677.60898,,
Center,SWL,SPARKLING,COCA-COLA,250ml RGB,Indirect,WTD,30435.812,42555.241,44556.93745,,
Center,SWL,SPARKLING,COCA-COLA,250ml RGB,Indirect,YTD,414327.107,412908.356,395412.8132,,
Center,SWL,SPARKLING,COCA-COLA,330ml Can,Indirect,MTD,31.371,8.367,42.44390999,,
Center,SWL,SPARKLING,COCA-COLA,330ml Can,Indirect,TODAY,12.552,,19.69701296,,
Center,SWL,SPARKLING,COCA-COLA,330ml Can,Indirect,WTD,31.371,8.367,42.44390999,,
Center,SWL,SPARKLING,COCA-COLA,330ml Can,Indirect,YTD,326.966,64.143,805.2579958,,
Center,SWL,SPARKLING,COCA-COLA,350ml PET,Indirect,MTD,,475.727,2065.639909,,
Center,SWL,SPARKLING,COCA-COLA,350ml PET,Indirect,TODAY,,2.219,958.6048051,,
Center,SWL,SPARKLING,COCA-COLA,350ml PET,Indirect,WTD,,475.727,2065.639909,,
Center,SWL,SPARKLING,COCA-COLA,350ml PET,Indirect,YTD,,2801.807,11996.82453,,
Center,SWL,SPARKLING,COCA-COLA,500ml PET,Indirect,MTD,2114.799,7725.976,8114.644976,,
Center,SWL,SPARKLING,COCA-COLA,500ml PET,Indirect,TODAY,697.51,31.706,3765.776228,,
Center,SWL,SPARKLING,COCA-COLA,500ml PET,Indirect,WTD,2114.799,7725.976,8114.644976,,
Center,SWL,SPARKLING,COCA-COLA,500ml PET,Indirect,YTD,99957.462,113338.919,102939.8497,,
Center,SWL,SPARKLING,COCA-COLA,750ml PET,Indirect,MTD,,3570.379,11755.56923,,
Center,SWL,SPARKLING,COCA-COLA,750ml PET,Indirect,TODAY,,109.381,5455.425749,,
Center,SWL,SPARKLING,COCA-COLA,750ml PET,Indirect,WTD,,3570.379,11755.56923,,
Center,SWL,SPARKLING,COCA-COLA,750ml PET,Indirect,YTD,,34192.928,86844.15875,,
Center,SWL,SPARKLING,COCA-COLA,BIB,Direct,MTD,157.804,,,,
Center,SWL,SPARKLING,COCA-COLA,BIB,Direct,TODAY,157.804,,,,
Center,SWL,SPARKLING,COCA-COLA,BIB,Direct,WTD,157.804,,,,
Center,SWL,SPARKLING,COCA-COLA,BIB,Direct,YTD,450.868,315.608,,,
Center,SWL,SPARKLING,COCA-COLA,BIB,Indirect,MTD,,,19.48787308,,
Center,SWL,SPARKLING,COCA-COLA,BIB,Indirect,TODAY,,,9.043768322,,
Center,SWL,SPARKLING,COCA-COLA,BIB,Indirect,WTD,,,19.48787308,,
Center,SWL,SPARKLING,COCA-COLA,BIB,Indirect,YTD,,,256.7202503,,
Center,SWL,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,MTD,,,71.22923206,,
Center,SWL,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,TODAY,,,33.05546326,,
Center,SWL,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,WTD,,,71.22923206,,
Center,SWL,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,YTD,,,413.6851708,,
Center,SWL,SPARKLING,DIET COKE,1500ml PET,Indirect,YTD,28.53,6.34,,,
Center,SWL,SPARKLING,DIET COKE,250ml CAN,Indirect,MTD,,,31.76677678,,
Center,SWL,SPARKLING,DIET COKE,250ml CAN,Indirect,TODAY,,,14.74205873,,
Center,SWL,SPARKLING,DIET COKE,250ml CAN,Indirect,WTD,,,31.76677678,,
Center,SWL,SPARKLING,DIET COKE,250ml CAN,Indirect,YTD,328.567,84.007,268.4349424,,
Center,SWL,SPARKLING,DIET COKE,250ml NRGB,Indirect,YTD,1.056,,,,
Center,SWL,SPARKLING,DIET COKE,500ml PET,Indirect,MTD,1.057,,,,
Center,SWL,SPARKLING,DIET COKE,500ml PET,Indirect,WTD,1.057,,,,
Center,SWL,SPARKLING,DIET COKE,500ml PET,Indirect,YTD,7.398,,,,
Center,SWL,SPARKLING,FANTA,1000ml PET,Indirect,MTD,9419.254,2816.469,5204.114885,,
Center,SWL,SPARKLING,FANTA,1000ml PET,Indirect,TODAY,3604.914,10.567,2415.08189,,
Center,SWL,SPARKLING,FANTA,1000ml PET,Indirect,WTD,9419.254,2816.469,5204.114885,,
Center,SWL,SPARKLING,FANTA,1000ml PET,Indirect,YTD,44366.092,40795.68,41682.28928,,
Center,SWL,SPARKLING,FANTA,1500ml PET,Direct,YTD,7.925,36.455,,,
Center,SWL,SPARKLING,FANTA,1500ml PET,Indirect,MTD,12879.903,8603.492,9627.288449,,
Center,SWL,SPARKLING,FANTA,1500ml PET,Indirect,TODAY,5357.432,343.961,4467.751096,,
Center,SWL,SPARKLING,FANTA,1500ml PET,Indirect,WTD,12879.903,8603.492,9627.288449,,
Center,SWL,SPARKLING,FANTA,1500ml PET,Indirect,YTD,65302.917,63603.778,107215.6058,,
Center,SWL,SPARKLING,FANTA,2250ml PET,Indirect,MTD,3150.703,3390.73,3231.88684,,
Center,SWL,SPARKLING,FANTA,2250ml PET,Indirect,TODAY,1284.024,38.046,1499.826877,,
Center,SWL,SPARKLING,FANTA,2250ml PET,Indirect,WTD,3150.703,3390.73,3231.88684,,
Center,SWL,SPARKLING,FANTA,2250ml PET,Indirect,YTD,16709.346,24213.165,31642.63683,,
Center,SWL,SPARKLING,FANTA,250ml CAN,Indirect,MTD,106.671,25.35,99.68253493,,
Center,SWL,SPARKLING,FANTA,250ml CAN,Indirect,TODAY,12.148,,46.25983287,,
Center,SWL,SPARKLING,FANTA,250ml CAN,Indirect,WTD,106.671,25.35,99.68253493,,
Center,SWL,SPARKLING,FANTA,250ml CAN,Indirect,YTD,1247.986,671.834,929.4076472,,
Center,SWL,SPARKLING,FANTA,250ml NRGB,Indirect,YTD,2.112,,,,
Center,SWL,SPARKLING,FANTA,250ml RGB,Indirect,MTD,3375.883,2272.375,3029.016556,,
Center,SWL,SPARKLING,FANTA,250ml RGB,Indirect,TODAY,588.702,7.398,1405.680541,,
Center,SWL,SPARKLING,FANTA,250ml RGB,Indirect,WTD,3375.883,2272.375,3029.016556,,
Center,SWL,SPARKLING,FANTA,250ml RGB,Indirect,YTD,27248.012,17082.013,27254.32969,,
Center,SWL,SPARKLING,FANTA,330ml Can,Indirect,MTD,,1.394,3.250049517,,
Center,SWL,SPARKLING,FANTA,330ml Can,Indirect,TODAY,,,1.50825566,,
Center,SWL,SPARKLING,FANTA,330ml Can,Indirect,WTD,,1.394,3.250049517,,
Center,SWL,SPARKLING,FANTA,330ml Can,Indirect,YTD,,2.788,60.70417668,,
Center,SWL,SPARKLING,FANTA,500ml PET,Indirect,MTD,487.228,712.304,946.6070436,,
Center,SWL,SPARKLING,FANTA,500ml PET,Indirect,TODAY,216.652,1.057,439.2934396,,
Center,SWL,SPARKLING,FANTA,500ml PET,Indirect,WTD,487.228,712.304,946.6070436,,
Center,SWL,SPARKLING,FANTA,500ml PET,Indirect,YTD,9874.025,7562.762,12222.3042,,
Center,SWL,SPARKLING,FANTA,750ml PET,Indirect,MTD,,302.856,,,
Center,SWL,SPARKLING,FANTA,750ml PET,Indirect,TODAY,,8.72,,,
Center,SWL,SPARKLING,FANTA,750ml PET,Indirect,WTD,,302.856,,,
Center,SWL,SPARKLING,FANTA,750ml PET,Indirect,YTD,,2792.263,,,
Center,SWL,SPARKLING,FANTA,BIB,Direct,YTD,19.021,,,,
Center,SWL,SPARKLING,FANTA,BIB,Indirect,MTD,,,1.577153006,,
Center,SWL,SPARKLING,FANTA,BIB,Indirect,TODAY,,,0.73191191,,
Center,SWL,SPARKLING,FANTA,BIB,Indirect,WTD,,,1.577153006,,
Center,SWL,SPARKLING,FANTA,BIB,Indirect,YTD,,,21.16026385,,
Center,SWL,SPARKLING,FANTA CITRUS,250ml RGB,Indirect,YTD,292.709,,,,
Center,SWL,SPARKLING,FANTA CITRUS,500ml PET,Indirect,MTD,,10.567,,,
Center,SWL,SPARKLING,FANTA CITRUS,500ml PET,Indirect,WTD,,10.567,,,
Center,SWL,SPARKLING,FANTA CITRUS,500ml PET,Indirect,YTD,,10.567,,,
Center,SWL,SPARKLING,FANTA GRAPE,250ml RGB,Indirect,MTD,3.17,,,,
Center,SWL,SPARKLING,FANTA GRAPE,250ml RGB,Indirect,WTD,3.17,,,,
Center,SWL,SPARKLING,FANTA GRAPE,250ml RGB,Indirect,YTD,28.536,,,,
Center,SWL,SPARKLING,FANTA POMEGRANATE,1000ml PET,Indirect,MTD,,5.285,816.6566892,,
Center,SWL,SPARKLING,FANTA POMEGRANATE,1000ml PET,Indirect,TODAY,,,378.9871714,,
Center,SWL,SPARKLING,FANTA POMEGRANATE,1000ml PET,Indirect,WTD,,5.285,816.6566892,,
Center,SWL,SPARKLING,FANTA POMEGRANATE,1000ml PET,Indirect,YTD,,691.113,6417.715351,,
Center,SWL,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,MTD,,19.025,410.4129759,,
Center,SWL,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,TODAY,,,190.4610039,,
Center,SWL,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,WTD,,19.025,410.4129759,,
Center,SWL,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,YTD,,423.835,3677.25454,,
Center,SWL,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,MTD,1.056,,23.76069546,,
Center,SWL,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,TODAY,,,11.02666381,,
Center,SWL,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,WTD,1.056,,23.76069546,,
Center,SWL,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,YTD,10.56,1.585,218.5773549,,
Center,SWL,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,MTD,239.932,2.114,,,
Center,SWL,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,TODAY,67.645,,,,
Center,SWL,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,WTD,239.932,2.114,,,
Center,SWL,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,YTD,1028.411,128.936,,,
Center,SWL,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,MTD,21.14,10.567,30.47109241,,
Center,SWL,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,TODAY,4.228,,14.14076842,,
Center,SWL,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,WTD,21.14,10.567,30.47109241,,
Center,SWL,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,YTD,89.836,61.301,402.1564778,,
Center,SWL,SPARKLING,FuzeTea Apple,250ml PET,Indirect,MTD,,,31.72507193,,
Center,SWL,SPARKLING,FuzeTea Apple,250ml PET,Indirect,TODAY,,,14.7227047,,
Center,SWL,SPARKLING,FuzeTea Apple,250ml PET,Indirect,WTD,,,31.72507193,,
Center,SWL,SPARKLING,FuzeTea Apple,250ml PET,Indirect,YTD,,,306.2579501,,
Center,SWL,SPARKLING,FuzeTea Orange,250ml PET,Indirect,MTD,,,31.72507193,,
Center,SWL,SPARKLING,FuzeTea Orange,250ml PET,Indirect,TODAY,,,14.7227047,,
Center,SWL,SPARKLING,FuzeTea Orange,250ml PET,Indirect,WTD,,,31.72507193,,
