Region,Loc,CATEGORY,BRAND,PACK,RTM,Period,ACT-2017,ACT-2018,BP-2018,,
South,KHI,JUICE,RANI PULPY Orange,350ml PET,Direct,TODAY,62.136,,,,
South,KHI,JUICE,RANI PULPY Orange,350ml PET,Direct,WTD,170.875,,,,
South,KHI,JUICE,RANI PULPY Orange,350ml PET,Direct,YTD,5944.257,,,,
South,KHI,JUICE,RANI PULPY Orange,350ml PET,Indirect,MTD,2208.841,,,,
South,KHI,JUICE,RANI PULPY Orange,350ml PET,Indirect,TODAY,176.808,,,,
South,KHI,JUICE,RANI PULPY Orange,350ml PET,Indirect,WTD,2208.841,,,,
South,KHI,JUICE,RANI PULPY Orange,350ml PET,Indirect,YTD,40502.281,,,,
South,KHI,SPARKLING,COCA COLA ZERO,1500ml PET,Direct,MTD,96.687,101.443,,,
South,KHI,SPARKLING,COCA COLA ZERO,1500ml PET,Direct,TODAY,3.17,47.552,,,
South,KHI,SPARKLING,COCA COLA ZERO,1500ml PET,Direct,WTD,96.687,101.443,,,
South,KHI,SPARKLING,COCA COLA ZERO,1500ml PET,Direct,YTD,4576.096,3753.416,,,
South,KHI,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,MTD,271.044,61.815,336.5830418,,
South,KHI,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,TODAY,39.625,14.265,74.48150513,,
South,KHI,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,WTD,271.044,61.815,336.5830418,,
South,KHI,SPARKLING,COCA COLA ZERO,1500ml PET,Indirect,YTD,1174.526,2166.75,8352.05519,,
South,KHI,SPARKLING,COCA COLA ZERO,250ml CAN,Direct,MTD,191.267,,,,
South,KHI,SPARKLING,COCA COLA ZERO,250ml CAN,Direct,TODAY,63.93,,,,
South,KHI,SPARKLING,COCA COLA ZERO,250ml CAN,Direct,WTD,191.267,,,,
South,KHI,SPARKLING,COCA COLA ZERO,250ml CAN,Direct,YTD,1283.933,3104.116,,,
South,KHI,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,MTD,126.257,20.068,343.3259106,,
South,KHI,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,TODAY,25.885,,75.97361542,,
South,KHI,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,WTD,126.257,20.068,343.3259106,,
South,KHI,SPARKLING,COCA COLA ZERO,250ml CAN,Indirect,YTD,2583.959,2727.796,9730.474359,,
South,KHI,SPARKLING,COCA COLA ZERO,500ml PET,Direct,MTD,107.787,210.286,,,
South,KHI,SPARKLING,COCA COLA ZERO,500ml PET,Direct,TODAY,12.681,42.269,,,
South,KHI,SPARKLING,COCA COLA ZERO,500ml PET,Direct,WTD,107.787,210.286,,,
South,KHI,SPARKLING,COCA COLA ZERO,500ml PET,Direct,YTD,2992.667,3775.677,,,
South,KHI,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,MTD,68.692,112.016,277.1338818,,
South,KHI,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,TODAY,13.74,24.305,61.3261694,,
South,KHI,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,WTD,68.692,112.016,277.1338818,,
South,KHI,SPARKLING,COCA COLA ZERO,500ml PET,Indirect,YTD,1162.462,4495.406,7124.412632,,
South,KHI,SPARKLING,COCA COLA ZERO,BIB,Direct,YTD,,3652.021,,,
South,KHI,SPARKLING,COCA COLA ZERO,BIB,Indirect,MTD,,,185.9383689,,
South,KHI,SPARKLING,COCA COLA ZERO,BIB,Indirect,TODAY,,,41.14577344,,
South,KHI,SPARKLING,COCA COLA ZERO,BIB,Indirect,WTD,,,185.9383689,,
South,KHI,SPARKLING,COCA COLA ZERO,BIB,Indirect,YTD,,,5759.77446,,
South,KHI,SPARKLING,COCA-COLA,1000ml PET,Direct,MTD,472.352,548.435,,,
South,KHI,SPARKLING,COCA-COLA,1000ml PET,Direct,TODAY,147.94,89.821,,,
South,KHI,SPARKLING,COCA-COLA,1000ml PET,Direct,WTD,472.352,548.435,,,
South,KHI,SPARKLING,COCA-COLA,1000ml PET,Direct,YTD,18988.186,12579.157,,,
South,KHI,SPARKLING,COCA-COLA,1000ml PET,Indirect,MTD,12077.547,6706.254,10545.26839,,
South,KHI,SPARKLING,COCA-COLA,1000ml PET,Indirect,TODAY,3655.244,583.33,2333.532485,,
South,KHI,SPARKLING,COCA-COLA,1000ml PET,Indirect,WTD,12077.547,6706.254,10545.26839,,
South,KHI,SPARKLING,COCA-COLA,1000ml PET,Indirect,YTD,222721.436,216833.142,197897.7685,,
South,KHI,SPARKLING,COCA-COLA,1500ml PET,Direct,MTD,,1309.267,,,
South,KHI,SPARKLING,COCA-COLA,1500ml PET,Direct,TODAY,,72.913,,,
South,KHI,SPARKLING,COCA-COLA,1500ml PET,Direct,WTD,,1309.267,,,
South,KHI,SPARKLING,COCA-COLA,1500ml PET,Direct,YTD,,60744.801,,,
South,KHI,SPARKLING,COCA-COLA,1500ml PET,Indirect,MTD,63.4,23089.494,20139.55972,,
South,KHI,SPARKLING,COCA-COLA,1500ml PET,Indirect,TODAY,,4056.19,4456.625958,,
South,KHI,SPARKLING,COCA-COLA,1500ml PET,Indirect,WTD,63.4,23089.494,20139.55972,,
South,KHI,SPARKLING,COCA-COLA,1500ml PET,Indirect,YTD,616.57,408011.29,500050.0531,,
South,KHI,SPARKLING,COCA-COLA,1750ml PET,Direct,MTD,1746.319,,,,
South,KHI,SPARKLING,COCA-COLA,1750ml PET,Direct,TODAY,510.395,,,,
South,KHI,SPARKLING,COCA-COLA,1750ml PET,Direct,WTD,1746.319,,,,
South,KHI,SPARKLING,COCA-COLA,1750ml PET,Direct,YTD,83728.451,,,,
South,KHI,SPARKLING,COCA-COLA,1750ml PET,Indirect,MTD,12483.865,,,,
South,KHI,SPARKLING,COCA-COLA,1750ml PET,Indirect,TODAY,2346.626,,,,
South,KHI,SPARKLING,COCA-COLA,1750ml PET,Indirect,WTD,12483.865,,,,
South,KHI,SPARKLING,COCA-COLA,1750ml PET,Indirect,YTD,406308.454,,,,
South,KHI,SPARKLING,COCA-COLA,2000ml PET,Indirect,YTD,4.226,,,,
South,KHI,SPARKLING,COCA-COLA,2250ml PET,Direct,MTD,430.348,1112.724,,,
South,KHI,SPARKLING,COCA-COLA,2250ml PET,Direct,TODAY,123.635,361.398,,,
South,KHI,SPARKLING,COCA-COLA,2250ml PET,Direct,WTD,430.348,1112.724,,,
South,KHI,SPARKLING,COCA-COLA,2250ml PET,Direct,YTD,98898.684,82903.657,,,
South,KHI,SPARKLING,COCA-COLA,2250ml PET,Indirect,MTD,10690.183,14380.368,12438.58868,,
South,KHI,SPARKLING,COCA-COLA,2250ml PET,Indirect,TODAY,2582.179,1310.123,2752.499954,,
South,KHI,SPARKLING,COCA-COLA,2250ml PET,Indirect,WTD,10690.183,14380.368,12438.58868,,
South,KHI,SPARKLING,COCA-COLA,2250ml PET,Indirect,YTD,294624.915,295850.319,329415.5403,,
South,KHI,SPARKLING,COCA-COLA,250ml CAN,Direct,MTD,667.854,719.629,,,
South,KHI,SPARKLING,COCA-COLA,250ml CAN,Direct,TODAY,154.283,57.063,,,
South,KHI,SPARKLING,COCA-COLA,250ml CAN,Direct,WTD,667.854,719.629,,,
South,KHI,SPARKLING,COCA-COLA,250ml CAN,Direct,YTD,10959.851,13632.351,,,
South,KHI,SPARKLING,COCA-COLA,250ml CAN,Indirect,MTD,1269.307,800.338,1823.057148,,
South,KHI,SPARKLING,COCA-COLA,250ml CAN,Indirect,TODAY,240.353,149.501,403.4191373,,
South,KHI,SPARKLING,COCA-COLA,250ml CAN,Indirect,WTD,1269.307,800.338,1823.057148,,
South,KHI,SPARKLING,COCA-COLA,250ml CAN,Indirect,YTD,30947.303,17703.794,51052.20764,,
South,KHI,SPARKLING,COCA-COLA,250ml NRGB,Direct,MTD,58.12,,,,
South,KHI,SPARKLING,COCA-COLA,250ml NRGB,Direct,WTD,58.12,,,,
South,KHI,SPARKLING,COCA-COLA,250ml NRGB,Direct,YTD,3069.777,104.09,,,
South,KHI,SPARKLING,COCA-COLA,250ml NRGB,Indirect,YTD,354,,,,
South,KHI,SPARKLING,COCA-COLA,250ml RGB,Direct,MTD,1069.401,599.156,,,
South,KHI,SPARKLING,COCA-COLA,250ml RGB,Direct,TODAY,196.547,48.608,,,
South,KHI,SPARKLING,COCA-COLA,250ml RGB,Direct,WTD,1069.401,599.156,,,
South,KHI,SPARKLING,COCA-COLA,250ml RGB,Direct,YTD,18663.362,17358.682,,,
South,KHI,SPARKLING,COCA-COLA,250ml RGB,Indirect,MTD,8586.543,8124.352,5764.095269,,
South,KHI,SPARKLING,COCA-COLA,250ml RGB,Indirect,TODAY,1719.411,943.678,1275.520267,,
South,KHI,SPARKLING,COCA-COLA,250ml RGB,Indirect,WTD,8586.543,8124.352,5764.095269,,
South,KHI,SPARKLING,COCA-COLA,250ml RGB,Indirect,YTD,147447.902,135746.838,164505.8517,,
South,KHI,SPARKLING,COCA-COLA,330ml Can,Direct,MTD,599.79,333.369,,,
South,KHI,SPARKLING,COCA-COLA,330ml Can,Direct,TODAY,106.008,3.487,,,
South,KHI,SPARKLING,COCA-COLA,330ml Can,Direct,WTD,599.79,333.369,,,
South,KHI,SPARKLING,COCA-COLA,330ml Can,Direct,YTD,12446.264,8931.985,,,
South,KHI,SPARKLING,COCA-COLA,330ml Can,Indirect,MTD,287.985,124.821,1041.201129,,
South,KHI,SPARKLING,COCA-COLA,330ml Can,Indirect,TODAY,48.11,11.853,230.4044398,,
South,KHI,SPARKLING,COCA-COLA,330ml Can,Indirect,WTD,287.985,124.821,1041.201129,,
South,KHI,SPARKLING,COCA-COLA,330ml Can,Indirect,YTD,46980.155,5590.297,30528.40511,,
South,KHI,SPARKLING,COCA-COLA,350ml PET,Direct,MTD,,59.177,,,
South,KHI,SPARKLING,COCA-COLA,350ml PET,Direct,TODAY,,2.959,,,
South,KHI,SPARKLING,COCA-COLA,350ml PET,Direct,WTD,,59.177,,,
South,KHI,SPARKLING,COCA-COLA,350ml PET,Direct,YTD,,870.638,,,
South,KHI,SPARKLING,COCA-COLA,350ml PET,Indirect,MTD,,578.515,699.415895,,
South,KHI,SPARKLING,COCA-COLA,350ml PET,Indirect,TODAY,,71.021,154.7717565,,
South,KHI,SPARKLING,COCA-COLA,350ml PET,Indirect,WTD,,578.515,699.415895,,
South,KHI,SPARKLING,COCA-COLA,350ml PET,Indirect,YTD,,5025.379,8347.711629,,
South,KHI,SPARKLING,COCA-COLA,500ml PET,Direct,MTD,617.125,770.343,,,
South,KHI,SPARKLING,COCA-COLA,500ml PET,Direct,TODAY,162.735,115.183,,,
South,KHI,SPARKLING,COCA-COLA,500ml PET,Direct,WTD,617.125,770.343,,,
South,KHI,SPARKLING,COCA-COLA,500ml PET,Direct,YTD,29670.594,16545.046,,,
South,KHI,SPARKLING,COCA-COLA,500ml PET,Indirect,MTD,5484.748,5685.479,6512.110935,,
South,KHI,SPARKLING,COCA-COLA,500ml PET,Indirect,TODAY,886.651,581.221,1441.046529,,
South,KHI,SPARKLING,COCA-COLA,500ml PET,Indirect,WTD,5484.748,5685.479,6512.110935,,
South,KHI,SPARKLING,COCA-COLA,500ml PET,Indirect,YTD,130551.277,132878.687,164365.3996,,
South,KHI,SPARKLING,COCA-COLA,750ml PET,Direct,MTD,,13.475,,,
South,KHI,SPARKLING,COCA-COLA,750ml PET,Direct,WTD,,13.475,,,
South,KHI,SPARKLING,COCA-COLA,750ml PET,Direct,YTD,,176.761,,,
South,KHI,SPARKLING,COCA-COLA,750ml PET,Indirect,MTD,,247.308,2593.983563,,
South,KHI,SPARKLING,COCA-COLA,750ml PET,Indirect,TODAY,,4.755,574.0152535,,
South,KHI,SPARKLING,COCA-COLA,750ml PET,Indirect,WTD,,247.308,2593.983563,,
South,KHI,SPARKLING,COCA-COLA,750ml PET,Indirect,YTD,,4793.799,49562.07129,,
South,KHI,SPARKLING,COCA-COLA,BIB,Direct,MTD,2119.074,3494.219,,,
South,KHI,SPARKLING,COCA-COLA,BIB,Direct,TODAY,338.149,2051.445,,,
South,KHI,SPARKLING,COCA-COLA,BIB,Direct,WTD,2119.074,3494.219,,,
South,KHI,SPARKLING,COCA-COLA,BIB,Direct,YTD,52638.72,55208.659,,,
South,KHI,SPARKLING,COCA-COLA,BIB,Indirect,MTD,,,1647.014084,,
South,KHI,SPARKLING,COCA-COLA,BIB,Indirect,TODAY,,,364.4630678,,
South,KHI,SPARKLING,COCA-COLA,BIB,Indirect,WTD,,,1647.014084,,
South,KHI,SPARKLING,COCA-COLA,BIB,Indirect,YTD,,,51288.08521,,
South,KHI,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,MTD,,,24.11788079,,
South,KHI,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,TODAY,,,5.336977325,,
South,KHI,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,WTD,,,24.11788079,,
South,KHI,SPARKLING,Coca-Cola Zero,350ml PET,Indirect,YTD,,,287.853215,,
South,KHI,SPARKLING,DIET COKE,250ml CAN,Direct,MTD,10.568,,,,
South,KHI,SPARKLING,DIET COKE,250ml CAN,Direct,WTD,10.568,,,,
South,KHI,SPARKLING,DIET COKE,250ml CAN,Direct,YTD,1928.001,,,,
South,KHI,SPARKLING,DIET COKE,250ml CAN,Indirect,MTD,14.265,,1.275204299,,
South,KHI,SPARKLING,DIET COKE,250ml CAN,Indirect,TODAY,3.17,,0.282186337,,
South,KHI,SPARKLING,DIET COKE,250ml CAN,Indirect,WTD,14.265,,1.275204299,,
South,KHI,SPARKLING,DIET COKE,250ml CAN,Indirect,YTD,1831.761,,4216.974113,,
South,KHI,SPARKLING,DIET COKE,250ml NRGB,Direct,YTD,685.299,,,,
South,KHI,SPARKLING,DIET COKE,250ml NRGB,Indirect,YTD,88.233,,,,
South,KHI,SPARKLING,DIET COKE,500ml PET,Direct,YTD,5.285,,,,
South,KHI,SPARKLING,DIET COKE,500ml PET,Indirect,MTD,2.114,,,,
South,KHI,SPARKLING,DIET COKE,500ml PET,Indirect,WTD,2.114,,,,
South,KHI,SPARKLING,DIET COKE,500ml PET,Indirect,YTD,2.114,,,,
South,KHI,SPARKLING,DIET COKE,BIB,Direct,MTD,90.172,,,,
South,KHI,SPARKLING,DIET COKE,BIB,Direct,TODAY,45.086,,,,
South,KHI,SPARKLING,DIET COKE,BIB,Direct,WTD,90.172,,,,
South,KHI,SPARKLING,DIET COKE,BIB,Direct,YTD,3516.755,,,,
South,KHI,SPARKLING,FANTA,1000ml PET,Direct,MTD,139.486,1.057,,,
South,KHI,SPARKLING,FANTA,1000ml PET,Direct,TODAY,36.985,,,,
South,KHI,SPARKLING,FANTA,1000ml PET,Direct,WTD,139.486,1.057,,,
South,KHI,SPARKLING,FANTA,1000ml PET,Direct,YTD,5191.666,5075.981,,,
South,KHI,SPARKLING,FANTA,1000ml PET,Indirect,MTD,4192.311,3538.132,4646.226282,,
South,KHI,SPARKLING,FANTA,1000ml PET,Indirect,TODAY,1008.166,324.419,1028.150215,,
South,KHI,SPARKLING,FANTA,1000ml PET,Indirect,WTD,4192.311,3538.132,4646.226282,,
South,KHI,SPARKLING,FANTA,1000ml PET,Indirect,YTD,62160.035,67726.819,89012.10773,,
South,KHI,SPARKLING,FANTA,1500ml PET,Direct,MTD,492.954,561.105,,,
South,KHI,SPARKLING,FANTA,1500ml PET,Direct,TODAY,180.698,160.091,,,
South,KHI,SPARKLING,FANTA,1500ml PET,Direct,WTD,492.954,561.105,,,
South,KHI,SPARKLING,FANTA,1500ml PET,Direct,YTD,23721.171,20146.21,,,
South,KHI,SPARKLING,FANTA,1500ml PET,Indirect,MTD,6029.399,9919.136,7292.382308,,
South,KHI,SPARKLING,FANTA,1500ml PET,Indirect,TODAY,1367.875,1409.114,1613.710564,,
South,KHI,SPARKLING,FANTA,1500ml PET,Indirect,WTD,6029.399,9919.136,7292.382308,,
South,KHI,SPARKLING,FANTA,1500ml PET,Indirect,YTD,130663.694,144091.601,180388.1516,,
South,KHI,SPARKLING,FANTA,2250ml PET,Direct,MTD,311.468,330.491,,,
South,KHI,SPARKLING,FANTA,2250ml PET,Direct,TODAY,61.818,109.371,,,
South,KHI,SPARKLING,FANTA,2250ml PET,Direct,WTD,311.468,330.491,,,
South,KHI,SPARKLING,FANTA,2250ml PET,Direct,YTD,19681.946,41834.274,,,
South,KHI,SPARKLING,FANTA,2250ml PET,Indirect,MTD,5525.884,4241.879,4641.311476,,
South,KHI,SPARKLING,FANTA,2250ml PET,Indirect,TODAY,1231.657,680.025,1027.062631,,
South,KHI,SPARKLING,FANTA,2250ml PET,Indirect,WTD,5525.884,4241.879,4641.311476,,
South,KHI,SPARKLING,FANTA,2250ml PET,Indirect,YTD,70237.973,116734.329,124094.6256,,
South,KHI,SPARKLING,FANTA,250ml CAN,Direct,MTD,212.404,216.629,,,
South,KHI,SPARKLING,FANTA,250ml CAN,Direct,TODAY,58.648,17.436,,,
South,KHI,SPARKLING,FANTA,250ml CAN,Direct,WTD,212.404,216.629,,,
South,KHI,SPARKLING,FANTA,250ml CAN,Direct,YTD,3476.157,3599.762,,,
South,KHI,SPARKLING,FANTA,250ml CAN,Indirect,MTD,315.329,145.794,355.7362228,,
South,KHI,SPARKLING,FANTA,250ml CAN,Indirect,TODAY,57.038,48.076,78.71985815,,
South,KHI,SPARKLING,FANTA,250ml CAN,Indirect,WTD,315.329,145.794,355.7362228,,
South,KHI,SPARKLING,FANTA,250ml CAN,Indirect,YTD,6862.77,4282.687,10140.10052,,
South,KHI,SPARKLING,FANTA,250ml NRGB,Direct,MTD,,2.642,,,
South,KHI,SPARKLING,FANTA,250ml NRGB,Direct,WTD,,2.642,,,
South,KHI,SPARKLING,FANTA,250ml NRGB,Direct,YTD,114.129,33.814,,,
South,KHI,SPARKLING,FANTA,250ml NRGB,Indirect,YTD,2.113,,,,
South,KHI,SPARKLING,FANTA,250ml RGB,Direct,MTD,364.566,221.91,,,
South,KHI,SPARKLING,FANTA,250ml RGB,Direct,TODAY,62.347,15.85,,,
South,KHI,SPARKLING,FANTA,250ml RGB,Direct,WTD,364.566,221.91,,,
South,KHI,SPARKLING,FANTA,250ml RGB,Direct,YTD,5537.203,4963.411,,,
South,KHI,SPARKLING,FANTA,250ml RGB,Indirect,MTD,3749.694,4269.379,2140.399925,,
South,KHI,SPARKLING,FANTA,250ml RGB,Indirect,TODAY,900.442,445.946,473.6430189,,
South,KHI,SPARKLING,FANTA,250ml RGB,Indirect,WTD,3749.694,4269.379,2140.399925,,
South,KHI,SPARKLING,FANTA,250ml RGB,Indirect,YTD,52423.699,55496.036,61884.35866,,
South,KHI,SPARKLING,FANTA,330ml Can,Direct,MTD,158.317,94.847,,,
South,KHI,SPARKLING,FANTA,330ml Can,Direct,TODAY,20.923,17.436,,,
South,KHI,SPARKLING,FANTA,330ml Can,Direct,WTD,158.317,94.847,,,
South,KHI,SPARKLING,FANTA,330ml Can,Direct,YTD,2561.643,1754,,,
South,KHI,SPARKLING,FANTA,330ml Can,Indirect,MTD,98.297,36.258,140.1358645,,
South,KHI,SPARKLING,FANTA,330ml Can,Indirect,TODAY,18.819,1.394,31.01026735,,
South,KHI,SPARKLING,FANTA,330ml Can,Indirect,WTD,98.297,36.258,140.1358645,,
South,KHI,SPARKLING,FANTA,330ml Can,Indirect,YTD,2180.72,608.678,4064.134335,,
South,KHI,SPARKLING,FANTA,500ml PET,Direct,MTD,262.064,275.799,,,
South,KHI,SPARKLING,FANTA,500ml PET,Direct,TODAY,75.026,,,,
South,KHI,SPARKLING,FANTA,500ml PET,Direct,WTD,262.064,275.799,,,
South,KHI,SPARKLING,FANTA,500ml PET,Direct,YTD,10102.222,4452.332,,,
South,KHI,SPARKLING,FANTA,500ml PET,Indirect,MTD,2591.369,3557.21,2571.915003,,
South,KHI,SPARKLING,FANTA,500ml PET,Indirect,TODAY,470.289,315.98,569.1317645,,
South,KHI,SPARKLING,FANTA,500ml PET,Indirect,WTD,2591.369,3557.21,2571.915003,,
South,KHI,SPARKLING,FANTA,500ml PET,Indirect,YTD,35892.952,33781.107,66142.26165,,
South,KHI,SPARKLING,FANTA,750ml PET,Direct,MTD,,2.378,,,
South,KHI,SPARKLING,FANTA,750ml PET,Direct,WTD,,2.378,,,
South,KHI,SPARKLING,FANTA,750ml PET,Direct,YTD,,88.782,,,
South,KHI,SPARKLING,FANTA,750ml PET,Indirect,MTD,,157.749,,,
South,KHI,SPARKLING,FANTA,750ml PET,Indirect,TODAY,,4.757,,,
South,KHI,SPARKLING,FANTA,750ml PET,Indirect,WTD,,157.749,,,
South,KHI,SPARKLING,FANTA,750ml PET,Indirect,YTD,,2904.013,,,
South,KHI,SPARKLING,FANTA,BIB,Direct,MTD,,304.336,,,
South,KHI,SPARKLING,FANTA,BIB,Direct,TODAY,,247.273,,,
South,KHI,SPARKLING,FANTA,BIB,Direct,WTD,,304.336,,,
South,KHI,SPARKLING,FANTA,BIB,Direct,YTD,11754.962,11640.833,,,
South,KHI,SPARKLING,FANTA,BIB,Indirect,MTD,,,441.8974942,,
South,KHI,SPARKLING,FANTA,BIB,Indirect,TODAY,,,97.78624112,,
South,KHI,SPARKLING,FANTA,BIB,Indirect,WTD,,,441.8974942,,
South,KHI,SPARKLING,FANTA,BIB,Indirect,YTD,,,14239.3234,,
South,KHI,SPARKLING,FANTA GRAPE,250ml RGB,Direct,YTD,105.672,,,,
South,KHI,SPARKLING,FANTA GRAPE,250ml RGB,Indirect,YTD,238.86,,,,
South,KHI,SPARKLING,FANTA GRAPE,500ml PET,Indirect,YTD,3.171,,,,
South,KHI,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,MTD,,,399.9368027,,
South,KHI,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,TODAY,,,88.5008789,,
South,KHI,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,WTD,,,399.9368027,,
South,KHI,SPARKLING,FANTA POMEGRANATE,250ml RGB,Indirect,YTD,,,11561.18466,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml CAN,Direct,MTD,32.759,25.36,,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml CAN,Direct,TODAY,,6.34,,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml CAN,Direct,WTD,32.759,25.36,,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml CAN,Direct,YTD,263.639,441.169,,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,MTD,92.434,6.338,32.8483036,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,TODAY,18.486,0.528,7.268907786,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,WTD,92.434,6.338,32.8483036,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml CAN,Indirect,YTD,1530.673,447.317,921.7760697,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml RGB,Direct,MTD,1.057,,,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml RGB,Direct,WTD,1.057,,,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml RGB,Direct,YTD,304.353,190.218,,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,MTD,192.346,105.677,,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,TODAY,48.617,23.246,,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,WTD,192.346,105.677,,,
South,KHI,SPARKLING,FANTA RED APPLE,250ml RGB,Indirect,YTD,5764.931,3924.99,,,
South,KHI,SPARKLING,FANTA RED APPLE,500ml PET,Direct,MTD,20.076,164.849,,,
South,KHI,SPARKLING,FANTA RED APPLE,500ml PET,Direct,TODAY,,26.419,,,
South,KHI,SPARKLING,FANTA RED APPLE,500ml PET,Direct,WTD,20.076,164.849,,,
South,KHI,SPARKLING,FANTA RED APPLE,500ml PET,Direct,YTD,1327.221,1318.787,,,
South,KHI,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,MTD,336.093,379.399,366.3772251,,
South,KHI,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,TODAY,62.356,41.217,81.07457532,,
South,KHI,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,WTD,336.093,379.399,366.3772251,,
South,KHI,SPARKLING,FANTA RED APPLE,500ml PET,Indirect,YTD,3881.664,5984.56,9586.973958,,
South,KHI,SPARKLING,FuzeTea Apple,250ml PET,Indirect,MTD,,,94.31431902,,
South,KHI,SPARKLING,FuzeTea Apple,250ml PET,Indirect,TODAY,,,20.87054772,,
South,KHI,SPARKLING,FuzeTea Apple,250ml PET,Indirect,WTD,,,94.31431902,,
South,KHI,SPARKLING,FuzeTea Apple,250ml PET,Indirect,YTD,,,1038.854396,,
South,KHI,SPARKLING,FuzeTea Orange,250ml PET,Indirect,MTD,,,94.31431902,,
South,KHI,SPARKLING,FuzeTea Orange,250ml PET,Indirect,TODAY,,,20.87054772,,
South,KHI,SPARKLING,FuzeTea Orange,250ml PET,Indirect,WTD,,,94.31431902,,
South,KHI,SPARKLING,FuzeTea Orange,250ml PET,Indirect,YTD,,,1038.854396,,
South,KHI,SPARKLING,FuzeTea Peach,250ml PET,Indirect,MTD,,,188.628638,,
South,KHI,SPARKLING,FuzeTea Peach,250ml PET,Indirect,TODAY,,,41.74109544,,
South,KHI,SPARKLING,FuzeTea Peach,250ml PET,Indirect,WTD,,,188.628638,,
South,KHI,SPARKLING,FuzeTea Peach,250ml PET,Indirect,YTD,,,2077.708791,,
South,KHI,SPARKLING,MIX (CC CCZ FA),250ml CAN,Indirect,YTD,2.642,,,,
South,KHI,SPARKLING,SCHWEPPES,250ml NRGB,Indirect,YTD,,12.672,,,
South,KHI,SPARKLING,SCHWEPPES,330ml Can,Direct,MTD,,4.881,,,
South,KHI,SPARKLING,SCHWEPPES,330ml Can,Direct,WTD,,4.881,,,
South,KHI,SPARKLING,SCHWEPPES,330ml Can,Direct,YTD,,91.345,,,
South,KHI,SPARKLING,SCHWEPPES,330ml Can,Indirect,MTD,,9.061,,,
South,KHI,SPARKLING,SCHWEPPES,330ml Can,Indirect,WTD,,9.061,,,
South,KHI,SPARKLING,SCHWEPPES,330ml Can,Indirect,YTD,,202.846,,,
South,KHI,SPARKLING,SPRITE,1000ml PET,Direct,MTD,448.048,666.781,,,
South,KHI,SPARKLING,SPRITE,1000ml PET,Direct,TODAY,106.729,118.352,,,
South,KHI,SPARKLING,SPRITE,1000ml PET,Direct,WTD,448.048,666.781,,,
South,KHI,SPARKLING,SPRITE,1000ml PET,Direct,YTD,21534.179,13362.174,,,
South,KHI,SPARKLING,SPRITE,1000ml PET,Indirect,MTD,7506.146,7657.324,10935.61245,,
South,KHI,SPARKLING,SPRITE,1000ml PET,Indirect,TODAY,1988.788,723.882,2419.910613,,
South,KHI,SPARKLING,SPRITE,1000ml PET,Indirect,WTD,7506.146,7657.324,10935.61245,,
South,KHI,SPARKLING,SPRITE,1000ml PET,Indirect,YTD,150464.546,186980.937,205140.361,,
South,KHI,SPARKLING,SPRITE,1500ml PET,Direct,MTD,,1112.711,,,
South,KHI,SPARKLING,SPRITE,1500ml PET,Direct,TODAY,,68.158,,,
South,KHI,SPARKLING,SPRITE,1500ml PET,Direct,WTD,,1112.711,,,
South,KHI,SPARKLING,SPRITE,1500ml PET,Direct,YTD,1.585,55208.084,,,
South,KHI,SPARKLING,SPRITE,1500ml PET,Indirect,MTD,,22219.222,19036.35735,,
South,KHI,SPARKLING,SPRITE,1500ml PET,Indirect,TODAY,,4530.133,4212.501437,,
South,KHI,SPARKLING,SPRITE,1500ml PET,Indirect,WTD,,22219.222,19036.35735,,
